trt,title,field,verdict,drop_stage,isim_adayi,guven,kanit_frame,kanit_ocr,gorsel_gozlem,note,code_location,fix_hint
2010-9150,HANNA'NIN ALTINLARI,YONETMEN,B_OCR_OKUYAMADI,guard,(yonetmen adi jenerikte tespit edilemedi; sadece DOP=Eric Zimmerman var),YUKSEK,E:\MITAS\Database\HANNA'NIN ALTINLARI 2010-9150-1-0000-00-1\master_dilim\giris_reading_master_runaware_p02.png,"{""text"": ""Director of Photography""} / {""text"": ""Eric Zimmerman""} (dilim_oneocr.jsonl satir 26-27)","giris_reading_master_runaware p01/p02 ve master_dilim iki sayfada 27 jenerik karesi acikca okunur: 'HANNA'S GOLD' basligi, ardindan cast/crew isimleri (Morissa O'Mara, Alana O'Mara, Dan Benson, Kevin Horton, Boyd Kestner, Luke Perry, Casting/Score/Production Designer/Costume/Film Editor/Director of Photography Eric Zimmerman). 'Directed by' veya 'Yonetmen' etiketli bir satir bu master'da yok; ciki","Asil OCR motoru (paddle) HATA/0-satir verdi; ayni jenerik master'i 17 dk sonra ayri calisan OneOCR (dilim_oneocr, ts 08:18) net okudu ama final _DURUM.json/PDF/routing (ts 08:02:58) bu sonucu hic kullanmadi -- pipeline zamanlama kopuklugu.",,"Asil OCR motoru (paddle) HATA/0-satir verdi; ayni jenerik master'i 17 dk sonra ayri calisan OneOCR (dilim_oneocr, ts 08:18) net okudu ama final _DURUM.json/PDF/routing (ts 08:02:58) bu sonucu hic kullanmadi -- pipeline zamanlama kopuklugu."
2010-9150,HANNA'NIN ALTINLARI,KIMLIK,B_OCR_OKUYAMADI,guard,"Morissa O'Mara (Hanna), Alana O'Mara (Jasmine), Dan Benson (Luke), Luke Perry (Cole)",YUKSEK,E:\MITAS\Database\HANNA'NIN ALTINLARI 2010-9150-1-0000-00-1\frames\cikis\c_0390.png,"dilim_oneocr.jsonl satir 4-13: Morissa O'Mara / Alana O'Mara / Dan Benson / Kevin Horton / Boyd Kestner / Luke Perry (OneOCR, ts 08:18, final karara yansimadi)","Cikis jeneriginde net bir 'CAST' blogu var (c_0380-c_0390): Hanna-Morissa O'Mara, Jasmine-Alana O'Mara, Luke-Dan Benson, Cole-Luke Perry, Charlie-Kevin Horton, Frank-Boyd Kestner, James-Steve Mekate, Cody-Brett Howell... Bu isimler giris jenerigindeki isimlerle (Morissa O'Mara, Alana O'Mara, Dan Benson, Kevin Horton, Boyd Kestner, Luke Perry) birebir ortusuyor -- kimlik/film-eslesme netlestirilebi","KB/IMDb/Wiki cross-check hic denenmedi cunku giris otomatik OCR ciktisi bos geldi (otorite_audit.ocr_dropped=[] -- lookup hic tetiklenmedi); cast-ortusme=0 bu yuzden yapay. Frame'ler okunur, sadece asil OCR motoru okuyamadi.",,"KB/IMDb/Wiki cross-check hic denenmedi cunku giris otomatik OCR ciktisi bos geldi (otorite_audit.ocr_dropped=[] -- lookup hic tetiklenmedi); cast-ortusme=0 bu yuzden yapay. Frame'ler okunur, sadece asil OCR motoru okuyamadi."
2010-9150,HANNA'NIN ALTINLARI,CAST,B_OCR_OKUYAMADI,guard,"Morissa O'Mara, Alana O'Mara, Dan Benson, Kevin Horton, Boyd Kestner, Luke Perry, Steve Mekate, Brett Howell, Moira Squier, Sarah Ager, Rodrigo Vera, Ashley Edner",YUKSEK,E:\MITAS\Database\HANNA'NIN ALTINLARI 2010-9150-1-0000-00-1\frames\cikis\c_0400.png,"dilim_oneocr.txt satir 4,6,7,9,10 (Morissa O'Mara / Alana O'Mara(x2) / Dan Benson / Kevin Horton)","frames/cikis icinde c_0380/c_0390 karelerinde tam bir 'CAST' listesi (16+ karakter-oyuncu eslesmesi) dusuk kontrastli ama net okunur sekilde goruluyor; c_0400/c_0420/c_0440/c_0460/c_0480'de ek oyuncu/rol listesi (Kelly-Sarah Ager, Miguel-Rodrigo Vera, Tiffany-Ashley Edner vb.) devam ediyor. Giris jeneriginde de ayni isimler (Morissa O'Mara, Alana O'Mara, Dan Benson, Kevin Horton, Boyd Kestner, Luk",_DURUM.json 'cast': [] ve 'oyuncu yok' diyor ama bu yalnizca paddle-OCR HATA (0 satir) verdigi icin; frame'ler bizzat acilip okundugunda oyuncu listesi tamamen mevcut ve okunur -- final karara giren OCR motoru bu veriyi hic uretmedi.,,_DURUM.json 'cast': [] ve 'oyuncu yok' diyor ama bu yalnizca paddle-OCR HATA (0 satir) verdigi icin; frame'ler bizzat acilip okundugunda oyuncu listesi tamamen mevcut ve okunur -- final karara giren OCR motoru bu veriyi hic uretmedi.
2010-9150,HANNA'NIN ALTINLARI,OZET,OZET_TRANSKRIPT_YOK,,,YUKSEK,E:\MITAS\Database\HANNA'NIN ALTINLARI 2010-9150-1-0000-00-1\asr\asr-bf8de070\run,"_log.jsonl: 'asr_failed ... 0 segment, 0 karakter ... error: RuntimeError: CUDA failed with error out of memory' (ts 08:01:34)",asr/asr-bf8de070/run klasoru tamamen bos (0 dosya); hicbir transcript*.txt veya chlang.json uretilmemis.,"Ardindan 'ozet_atlandi: transcript yok (ASR atlandi/bos) -- ozet uretilmedi' (ts 08:02:27). _DURUM.json: asr_status=failed, transcript_chars=null. Kok neden GPU bellek yetersizligi -- transkript hic yok, dolayisiyla ozet uretilemedi.",,"Ardindan 'ozet_atlandi: transcript yok (ASR atlandi/bos) -- ozet uretilmedi' (ts 08:02:27). _DURUM.json: asr_status=failed, transcript_chars=null. Kok neden GPU bellek yetersizligi -- transkript hic yok, dolayisiyla ozet uretilemedi."
2010-9169,PERCY JACKSON-ŞİMŞEK HIRSIZI,YONETMEN,A_ELENDI,guard,Chris Columbus,YUKSEK,E:\MITAS\Database\PERCY JACKSON-ŞİMŞEK HIRSIZI 2010-9169-1-0000-90-1\frames\giris\g_0086.png,"frames/giris_jenerik_manifest.json frame_index=86-89: credit_lines=[""A CHRIS COLUMBUS FILM""] (dedup_cluster_sig=""a chris columbus film"")","g_0086.png ve g_0088.png frame'lerinde siyah zemin uzerine beyaz, net, Latin harfli ""A CHRIS COLUMBUS FILM"" yazisi Read ile actigimda kusursuz okunuyor; ayrica giris_reading_master_runaware.png master gorselinde de ayni yazi en altta net gorunuyor.","Ana OCR motoru (ocr-1d4f3d25) 990 frame tarayip bucket=HATA/ocr_metni_yok donmus; credit_text/qc1/vl_fallback/kb tum zinciri bu bosluktan dolayi 'yonetmen': [] ile ilerlemis. Giris_jenerik modulu (oneocr) yonetmeni DOGRU yakalamis ama bu veri final v4/credit_validate zincirine hic aktarilmamis -> _DURUM.json'da 'yönetmen garble (okunamadı)' yanlis, aslinda okunmus ama drop edilmis. Final kunye_tes",,"Ana OCR motoru (ocr-1d4f3d25) 990 frame tarayip bucket=HATA/ocr_metni_yok donmus; credit_text/qc1/vl_fallback/kb tum zinciri bu bosluktan dolayi 'yonetmen': [] ile ilerlemis. Giris_jenerik modulu (oneocr) yonetmeni DOGRU yakalamis ama bu veri final v4/credit_validate zincirine hic aktarilmamis -> _DURUM.json'da 'yönetmen garble (okunamadı)' yanlis, aslinda okunmus ama drop edilmis. Final kunye_tes"
2010-9169,PERCY JACKSON-ŞİMŞEK HIRSIZI,KIMLIK,A_ELENDI,KB_veto,,YUKSEK,E:\MITAS\Database\PERCY JACKSON-ŞİMŞEK HIRSIZI 2010-9169-1-0000-90-1\frames\giris\g_0088.png,trace_summary.md satir 27-28: kb.external_lookup verdict=KAYNAK_YOK; qc2_web neden='çapa kilitlenemedi → KONTROL (yanlış>boş)',"Cast ekibi jenerikte gorunmuyor (270 giris frame'inin hicbirinde oyuncu ismi/'STARRING' yok) ama yonetmen ismi (Chris Columbus) net okunuyordu; buna ragmen KB cross-check 'eslesen_film': null, 'cast_ortusme': null donmus ve QC2 web identity 'çapa bulunamadı (KB+TMDB)' diyerek kimligi kilitleyememis.","Ana OCR'in HATA/bos donmesi yuzunden credit_text zincirine yonetmen/cast hic girmedi; KB lookup'a bos girdi verildigi icin dogal olarak eslesme bulunamadi. Kok neden ayni guard/OCR-HATA zinciri; kimlik kurulamamasi cast okunamamasindan degil, ana OCR'in bos donup giris_jenerik'teki dogru veriyi disleyerek kurulmasi engellenmis olmasindan kaynaklaniyor.",,"Ana OCR'in HATA/bos donmesi yuzunden credit_text zincirine yonetmen/cast hic girmedi; KB lookup'a bos girdi verildigi icin dogal olarak eslesme bulunamadi. Kok neden ayni guard/OCR-HATA zinciri; kimlik kurulamamasi cast okunamamasindan degil, ana OCR'in bos donup giris_jenerik'teki dogru veriyi disleyerek kurulmasi engellenmis olmasindan kaynaklaniyor."
2010-9169,PERCY JACKSON-ŞİMŞEK HIRSIZI,CAST,D_JENERIKTE_YOK,,,ORTA,E:\MITAS\Database\PERCY JACKSON-ŞİMŞEK HIRSIZI 2010-9169-1-0000-90-1\frames\giris_jenerik_manifest.json,"giris_jenerik_manifest.json: total_kept=47, total_dedup_representatives=18; cikis reading_master_runaware_manifest.json: {""frames"":0,""status"":""no_frames"",""source"":""cikis""}","frames/giris_jenerik klasorundeki 18 tutulan frame (g_0008-g_0187) sadece studyo/yapim logolarini icreiyor (20th Century Fox, Celebrating 75, Dune Entertainment, 1492 Pictures, Fox 2000 Pictures, A Chris Columbus Film, Sunswept Entertainment); hicbirinde oyuncu adi veya 'STARRING' ibaresi yok. frames/cikis_jenerik klasoru tamamen bos (0 dosya) ve reading_master_runaware_manifest.json (cikis) 'fram","Giris jeneriginde sadece prodüksiyon/dagitim logolari + 1 yonetmen karti var, oyuncu kartlari yok; cikis jenerigi (genelde tam cast listesinin oldugu yer) hic tespit edilmemis/frame uretilmemis. Ana OCR HATA oldugu icin final zincirde dogrulanamadi ama mevcut oneocr verisi de zaten cast icermiyor -> D_JENERIKTE_YOK (giris'te calisan oneocr moduluyle bile cast bulunamadi).",,"Giris jeneriginde sadece prodüksiyon/dagitim logolari + 1 yonetmen karti var, oyuncu kartlari yok; cikis jenerigi (genelde tam cast listesinin oldugu yer) hic tespit edilmemis/frame uretilmemis. Ana OCR HATA oldugu icin final zincirde dogrulanamadi ama mevcut oneocr verisi de zaten cast icermiyor -> D_JENERIKTE_YOK (giris'te calisan oneocr moduluyle bile cast bulunamadi)."
2010-9169,PERCY JACKSON-ŞİMŞEK HIRSIZI,OZET,OZET_TRANSKRIPT_YOK,,,YUKSEK,E:\MITAS\Database\PERCY JACKSON-ŞİMŞEK HIRSIZI 2010-9169-1-0000-90-1\asr\asr-0e297f29\run\subtitle.json,"subtitle.json: {""altyazili"": false, ""oran"": 0.0, ""hits"": 0, ""total"": 60, ""guven"": ""yüksek""}; _DURUM.json: asr_status=""failed"", transcript_chars=null, asr_segments=null",,"asr/asr-0e297f29/run altinda sadece _asr_16k.wav ve subtitle.json var; hicbir transcript*.txt veya chlang.json dosyasi yok. ASR tamamen basarisiz kaydedilmis (60 ornekten 0 hit). Final kunye_teslim.md 'ÖZET AYRI BİR ADIMDA ÜRETİLECEKTİR' diyor ve teknik.txt 'özet yok/kısa (5k — gerçek özet üretilmemiş)' diyor; bu tutarli, gercek transkript verisi olmadigi icin ozet uretilememis (OZET_URETILEMEDI d",,"asr/asr-0e297f29/run altinda sadece _asr_16k.wav ve subtitle.json var; hicbir transcript*.txt veya chlang.json dosyasi yok. ASR tamamen basarisiz kaydedilmis (60 ornekten 0 hit). Final kunye_teslim.md 'ÖZET AYRI BİR ADIMDA ÜRETİLECEKTİR' diyor ve teknik.txt 'özet yok/kısa (5k — gerçek özet üretilmemiş)' diyor; bu tutarli, gercek transkript verisi olmadigi icin ozet uretilememis (OZET_URETILEMEDI d"
2010-9199,AYNADAKİ DÜŞMAN,KIMLIK,A_ELENDI,KB_veto,HAKAN KURŞUN,YUKSEK,E:\MITAS\Database\AYNADAKİ DÜŞMAN 2010-9199-0-0001-88-1\2010-9199-0-0001-88-1 AYNADAKİ DÜŞMAN cikis.png,ocr\ocr-9b200c69\ocr_ham.txt satır62-63: 'yönetmen' / 'HAKAN KURŞUN',"cikis.png ve master_dilim/reading_master_runaware_p01.png'de 'yönetmen / HAKAN KURŞUN' büyük beyaz Latin harfle tam net okunuyor, iki ayrı yüz kadrajı ile aynı panelde.","_DURUM.json neden alanında 'aday: CEM AKYOLDAŞ' geçiyor ama bu isim 3 ham OCR kaynağında (ocr_ham.txt, dilim_oneocr.txt, kunye.txt), VL guarded/candidate_names ve card_0001.png karesinde HİÇ görünmüyor; jenerikte tek yönetmen adayı HAKAN KURŞUN olup net okunur durumda, sistem dış-kaynak çelişkisi yüzünden identity kilitlememiş.",,"_DURUM.json neden alanında 'aday: CEM AKYOLDAŞ' geçiyor ama bu isim 3 ham OCR kaynağında (ocr_ham.txt, dilim_oneocr.txt, kunye.txt), VL guarded/candidate_names ve card_0001.png karesinde HİÇ görünmüyor; jenerikte tek yönetmen adayı HAKAN KURŞUN olup net okunur durumda, sistem dış-kaynak çelişkisi yüzünden identity kilitlememiş."
2010-9199,AYNADAKİ DÜŞMAN,KIMLIK,D_JENERIKTE_YOK,,HARİKA UYGÜR / MİNE GÜLER,ORTA,E:\MITAS\Database\AYNADAKİ DÜŞMAN 2010-9199-0-0001-88-1\master_dilim\reading_master_runaware_p02.png,ocr\ocr-9b200c69\ocr_ham.txt satır224-226: 'Cast' / 'HARİKA UYGUR' / 'MİNE GÜLER' / 'BY VENTO',"scroll_0002 karesinde 'Cast' başlığı altında sadece 2 isim (Harika Uygür, Mine Güler) + 'BY VENTO' (muhtemelen dublaj/prodüksiyon şirketi) görünüyor; qwen_qc oyuncu_sayisi=8 diyor ama görsel jenerikte bu sayıda oyuncu adı yok.","KIMLIK 'cast-örtüşmesi 0' hükmü doğru: jenerikte gerçekten yalnızca 2 oyuncu adı listelenmiş (kapsamlı bir 8 kişilik oyuncu kadrosu görsel/OCR kaynaklarında yok), raw_cap_dropped'daki uzun bozuk çift-kelime dizisi teknik ekip/plaka OCR kırınımlarıdır, gerçek oyuncu adı değildir.",,"KIMLIK 'cast-örtüşmesi 0' hükmü doğru: jenerikte gerçekten yalnızca 2 oyuncu adı listelenmiş (kapsamlı bir 8 kişilik oyuncu kadrosu görsel/OCR kaynaklarında yok), raw_cap_dropped'daki uzun bozuk çift-kelime dizisi teknik ekip/plaka OCR kırınımlarıdır, gerçek oyuncu adı değildir."
2010-9199,AYNADAKİ DÜŞMAN,RENDER,C_OKUNAMAZ,,,YUKSEK,E:\MITAS\Database\AYNADAKİ DÜŞMAN 2010-9199-0-0001-88-1\giris_reading_master_runaware.png,"ocr\ocr-9b200c69\ocr_ham.txt satır1-10, 37-50: Arapça dublaj altyazı blokları ('في أحد الأزمنة أسكن الشيطان في الجنة', 'إنهم بكل مكان', 'Allah kahretsin' yanında فلينتقم منهم الله)",giris.png ve giris_reading_master_runaware.png karelerinde Arapça (Suriye/Lübnan dublaj) altyazı metni Latin harfli Türkçe altyazılarla iç içe kareler halinde görünüyor; bu Latin-dışı (Arap alfabesi) metin gerçekten jenerik/altyazı havuzuna sızmış durumda.,"_DURUM.json qc_block 'Latin-dışı kaynak (erken-translit)' tespiti doğrulandı: framede ve ham OCR'da Arapça metin fiilen mevcut, romanizasyon/insan teyidi gerekliliği gerçek bir bulgudur, OCR motoru bunu ayrıştıramamış.",,"_DURUM.json qc_block 'Latin-dışı kaynak (erken-translit)' tespiti doğrulandı: framede ve ham OCR'da Arapça metin fiilen mevcut, romanizasyon/insan teyidi gerekliliği gerçek bir bulgudur, OCR motoru bunu ayrıştıramamış."
2010-9252,DERTLER BENİM OLSUN,RENDER,E_VERI_YOK,,,YUKSEK,E:\MITAS\Database\DERTLER BENİM OLSUN 2010-9252-1-0000-88-1\master_dilim\giris_reading_master_runaware_p04.png,"ocr_ham.txt satır 126-127: ""YAZAN vE YONETENE"" / ""SAFA ONAL"" (Latin/Türkçe)","4 sayfalık giris_reading_master_runaware (p01-p04) + tam boy mozaik giris.png tek tek acildi: tum jenerik yazilari Latin/Türkçe karakterli, okunur; 'YAZAN ve YÖNETEN / SAFA ÖNAL' netçe görünüyor. Latin-dışı (Kiril/Yunan/Arap/CJK) karakter jenerik alanında YOK.","_DURUM.json'daki 'Latin-dışı alfabe sızdı' uyarısı jenerik/RENDER'dan degil, ocr_ham.txt satır 128-163'teki Arapça diyalog-altyazı bloğundan kaynaklanıyor (film içi sahne, kunye/jenerik değil); final kunye_teslim.md'de Yönetmen=SAFA ÖNAL doğru basılmış, hiçbir şey elenmemiş, dolayısıyla A_ELENDI değil. Çıkış jeneriği (frames/cikis_jenerik) havuzu 0 frame (jenerik_debug/analysis_report.md: 'no_fram",,"_DURUM.json'daki 'Latin-dışı alfabe sızdı' uyarısı jenerik/RENDER'dan degil, ocr_ham.txt satır 128-163'teki Arapça diyalog-altyazı bloğundan kaynaklanıyor (film içi sahne, kunye/jenerik değil); final kunye_teslim.md'de Yönetmen=SAFA ÖNAL doğru basılmış, hiçbir şey elenmemiş, dolayısıyla A_ELENDI değil. Çıkış jeneriği (frames/cikis_jenerik) havuzu 0 frame (jenerik_debug/analysis_report.md: 'no_fram"
2010-9262,NAMUS DÜŞMANI,YONETMEN,B_OCR_OKUYAMADI,,Zeki Alasya (زكي آلاسيا),YUKSEK,E:\MITAS\Database\NAMUS DÜŞMANI 2010-9262-1-0000-88-1\frames\giris\g_0118.png,"master_dilim/dilim_oneocr.txt satir31-33: 'أنور أوزر' / 'إخراج' / 'زكى آلاسيا' -- isim ANA ocr_ham.txt/kunye.txt dosyasinda YOK (o dosya 'إخراج' ile bitiyor, satir 43/44, isim eksik)","frames/giris/g_0117.png, g_0118.png, g_0119.png karelerinde (master reading group17: src g_0114-g_0122) NET ve tam okunabilir sekilde ust satirda 'إخراج' (Yonetmen/Yonetim etiketi) altinda 'زكي آلاسيا' (Zeki Alasya) yaziyor. giris_reading_master_runaware.png master gorselinde de en alt blokta ayni satir mevcut ve okunakli.","Ana besleme OCR'i (ocr/ocr-7bae00ff/ocr_ham.txt, bucket=GUVENILIR) yonetmen adi satirini kacirmis; ayni frame'i tarayan alternatif master_dilim/dilim_oneocr.txt motoru ismi dogru yakalamis ama final kunye birlestirmesine dahil edilmemis. 'Garble/okunamadi' etiketi yanlis; asil sorun OCR-motorlari-arasi kayip/birlestirme.",,"Ana besleme OCR'i (ocr/ocr-7bae00ff/ocr_ham.txt, bucket=GUVENILIR) yonetmen adi satirini kacirmis; ayni frame'i tarayan alternatif master_dilim/dilim_oneocr.txt motoru ismi dogru yakalamis ama final kunye birlestirmesine dahil edilmemis. 'Garble/okunamadi' etiketi yanlis; asil sorun OCR-motorlari-arasi kayip/birlestirme."
2010-9262,NAMUS DÜŞMANI,RENDER,C_OKUNAMAZ,,,YUKSEK,E:\MITAS\Database\NAMUS DÜŞMANI 2010-9262-1-0000-88-1\frames\giris\g_0001.png,"ocr_ham.txt tum 44 satir Arap alfabesiyle (orn. satir1 'حدو الشرف'); ana dil alani final kunyede 'AR' olarak isaretli, uyumlu","frames/giris/g_0001.png (baslik karti) ve tum giris jeneriği (g_0002-g_0122) GERCEKTEN Arap alfabesiyle yazilmis (orn. 'عرو الشرف', 'زكي آلاسيا', 'إخراج', 'إنتاج'), bu bir OCR hatasi degil -- kaynak video karesinin kendisi Arapca yazi icinde. Bu, Latin-dışı alfabe sizmasi tespitini gorsel olarak dogruluyor.","Route'un 'RENDER: Latin-disi alfabe (Kiril/Yunan/Arap/CJK) sizdi' tespiti ISABETLI ve dogru bir guvenlik/KONTROL tetiklemesi; bu bir hatali eleme degil, kaynagin gercekten Arapca dublaj/jenerik kopyasi oldugunu yansitiyor. raw_cap_dropped listesindeki Latin harfli 'TELEFAN/CEMO/PAZARI/ETLERI/KUZU/SIGIR/KUAFOR' ise jenerik degil, frames/giris/g_0160.png'deki bir kasap dukkani tabelasi (sahne-ici ob",,"Route'un 'RENDER: Latin-disi alfabe (Kiril/Yunan/Arap/CJK) sizdi' tespiti ISABETLI ve dogru bir guvenlik/KONTROL tetiklemesi; bu bir hatali eleme degil, kaynagin gercekten Arapca dublaj/jenerik kopyasi oldugunu yansitiyor. raw_cap_dropped listesindeki Latin harfli 'TELEFAN/CEMO/PAZARI/ETLERI/KUZU/SIGIR/KUAFOR' ise jenerik degil, frames/giris/g_0160.png'deki bir kasap dukkani tabelasi (sahne-ici ob"
2010-9265,HASİP İLE NASİP,CAST,A_ELENDI,cast_cap,"ERSUN KAZANÇEL, AHMET SERT, YUSUF ÇAĞATAY",YUKSEL,E:\MITAS\Database\HASİP İLE NASİP 2010-9265-1-0000-88-1\frames\giris\g_0087.png,ocr_ham.txt satır 19-21: 'ERSUN KAZANÇEL / AHMET SERT / YUSUF ÇAĞATAY',"g_0087.png: iki oval portre altında net Latin harflerle 'ERSUN KAZANÇEL / AHMET SERT   YUSUF ÇAĞATAY' okunuyor, tam okunur, bozukluk yok.",_DURUM.json neden alani: 'CAST_CAP_DUSEN: cap-ustu okunan 103 oyuncu dustu'; final oyuncu listesi tam 10 kisi (qc_block.py:492 MITAS_CAST_CAP varsayilan=10); credit_qc_block.py:837-864 kodu bu ismi raw_cap_dropped icine bigram olarak yaziyor ama cap=10 sabit oldugu icin final CAST'e giremiyor.,,_DURUM.json neden alani: 'CAST_CAP_DUSEN: cap-ustu okunan 103 oyuncu dustu'; final oyuncu listesi tam 10 kisi (qc_block.py:492 MITAS_CAST_CAP varsayilan=10); credit_qc_block.py:837-864 kodu bu ismi raw_cap_dropped icine bigram olarak yaziyor ama cap=10 sabit oldugu icin final CAST'e giremiyor.
2010-9265,HASİP İLE NASİP,CAST,A_ELENDI,cast_cap,"ŞEVKET ALTUĞ, EROL KESKİN",YUKSEL,E:\MITAS\Database\HASİP İLE NASİP 2010-9265-1-0000-88-1\frames\giris\g_0045.png,dilim_oneocr.txt satır 9-10: 'ŞEVKET ALTUĞ' / 'EROL KESKİN',g_0045.png: kosan cocuk sahnesi ustunde acik turkuaz-yesil kutularda 'ŞEVKET ALTUĞ' ve 'EROL KESKİN' net okunuyor.,"Ham OCR (master_dilim/dilim_oneocr.txt) bu ikili adi tasiyor, ocr-21500055/ocr_ham.txt icinde YOK (o dosyada dilim atlanmis); final CAST'te de yok -> cap=10 dolulugu nedeniyle elendi.",,"Ham OCR (master_dilim/dilim_oneocr.txt) bu ikili adi tasiyor, ocr-21500055/ocr_ham.txt icinde YOK (o dosyada dilim atlanmis); final CAST'te de yok -> cap=10 dolulugu nedeniyle elendi."
2010-9265,HASİP İLE NASİP,CAST,A_ELENDI,cast_cap,"MURAT TOK, NİYAZİ ER, CEMAL GONCA",YUKSEL,E:\MITAS\Database\HASİP İLE NASİP 2010-9265-1-0000-88-1\frames\giris\g_0076.png,ocr_ham.txt satır 16-18: 'murat tok / niyazi er / cemal gonca',g_0076.png: iki atli asker figuru ustunde turuncu kutuda 'murat tok / niyazi er / cemal gonca' kucuk harfle net okunuyor.,"Ham OCR'da acikca var, frame'de okunur; final 10-kisilik CAST listesine cap doldugu icin girmedi (raw_cap_dropped listesinde 'Murat Tok', 'Niyazi... Cemal' bigram parcalari mevcut).",,"Ham OCR'da acikca var, frame'de okunur; final 10-kisilik CAST listesine cap doldugu icin girmedi (raw_cap_dropped listesinde 'Murat Tok', 'Niyazi... Cemal' bigram parcalari mevcut)."
2010-9265,HASİP İLE NASİP,CAST,D_JENERIKTE_YOK,,SET YÖNETİMİ / SONAY KANAT / KADIR YILMAZ / CENGİZ ÖKTEN / İLYAS KÜRTOĞLU,ORTA,E:\MITAS\Database\HASİP İLE NASİP 2010-9265-1-0000-88-1\frames\giris\g_0101.png,ocr_ham.txt satır 22-24: 'set yönetimi / sonay kanat kadir yılmaz / cengiz ökten ilyas kürtoğlu',g_0101.png: 4 kisilik kostumlu figuran/statlik fotograflari altinda 'set yönetimi / sonay kanat kadir yılmaz / cengiz ökten ilyas kürtoğlu' okunuyor.,"Bu kisiler 'set yonetimi' basligi altinda -> teknik/yardimci ekip (asistan yonetmen/set amiri turu), gercek 'oyuncu/cast' kategorisi degil; final CAST listesinde olmamasi dogru kabul edilebilir (D_JENERIKTE_YOK: cast olarak jenerikte yok, teknik personel olarak var).",,"Bu kisiler 'set yonetimi' basligi altinda -> teknik/yardimci ekip (asistan yonetmen/set amiri turu), gercek 'oyuncu/cast' kategorisi degil; final CAST listesinde olmamasi dogru kabul edilebilir (D_JENERIKTE_YOK: cast olarak jenerikte yok, teknik personel olarak var)."
2010-9265,HASİP İLE NASİP,KIMLIK,A_ELENDI,lexicon_anchor_misparse,"ZEKİ ALASYA, METİN AKPINAR (ilk 2 oyuncu-yildiz)",ORTA,E:\MITAS\Database\HASİP İLE NASİP 2010-9265-1-0000-88-1\frames\giris\g_0020.png,ocr_ham.txt satır 3-4: 'ZEKİ' / 'ALASYA' (frame'de birlesik: 'ZEKİ ALASYA'),"g_0020.png: ad-soyad iki ayri turuncu kutuda ust-alt 'ZEKİ' / 'ALASYA' seklinde, net okunur.","KIMLIK sorusu icin: cast okunurlugu MUKEMMEL (A/B degil, gercekten okunuyor); ancak _DURUM.json neden alaninda raw_cap_dropped listesinde 'Nasip Hasip','Nasip Zeki','Alasya Zeki','Alasya Metin' gibi bozuk bigram'lar var - bunlar OCR/CAP taramasinin ardisik-token bigram uretiminden kaynaklanan YANLIS eslesmeler (film adi HASIP ILE NASIP ile oyuncu adi ZEKI ALASYA token sinirinin karismasi), gercek ",,"KIMLIK sorusu icin: cast okunurlugu MUKEMMEL (A/B degil, gercekten okunuyor); ancak _DURUM.json neden alaninda raw_cap_dropped listesinde 'Nasip Hasip','Nasip Zeki','Alasya Zeki','Alasya Metin' gibi bozuk bigram'lar var - bunlar OCR/CAP taramasinin ardisik-token bigram uretiminden kaynaklanan YANLIS eslesmeler (film adi HASIP ILE NASIP ile oyuncu adi ZEKI ALASYA token sinirinin karismasi), gercek "
2010-9265,HASİP İLE NASİP,CAST,E_VERI_YOK,,,DUSUK,E:\MITAS\Database\HASİP İLE NASİP 2010-9265-1-0000-88-1\_DURUM.json,qwen_qc.oyuncu_sayisi=12 (VL-QC sayimi) vs final .txt/.pdf'de 10 isim listelenmis,"qwen_qc alani sadece sayisal/bool skor donduruyor, hangi 12 ismin sayildigini metin olarak vermiyor; bu nedenle qwen'in saydigi 12. ile final 10 arasindaki 2 kisilik farkin kim oldugu dogrudan qwen ciktisindan teyit edilemedi.","Qwen-QC sayisal skor (12) ile final teslim listesi (10) arasindaki fark net kanitla (frame+OCR) A_ELENDI olarak yukarida ayri ayri gosterildi (Kazancel/Sert/Cagatay, Altug/Keskin, Tok/Er/Gonca gibi > 10 aday var); bu satir sadece qwen sayisal alaninin kendisinin ham metnini icermedigi icin ayri E_VERI_YOK notu.",,"Qwen-QC sayisal skor (12) ile final teslim listesi (10) arasindaki fark net kanitla (frame+OCR) A_ELENDI olarak yukarida ayri ayri gosterildi (Kazancel/Sert/Cagatay, Altug/Keskin, Tok/Er/Gonca gibi > 10 aday var); bu satir sadece qwen sayisal alaninin kendisinin ham metnini icermedigi icin ayri E_VERI_YOK notu."
